Resource utilization
Resource,Utilization %
Role 1,4
SYSTEM,0
Role 4,1
Role 6,0
Role 3,107
Role 2,149
Role 5,8

16,125516.61253142357,115049.12531709671,0.0,642.6531863093377
17,255682.19097018242,255680.19097018242,0.0,942.1931444989312
18,241686.8728940487,241684.8728940487,0.0,737.4202294243706
19,141272.79770112038,141270.79770112038,0.0,424.12616696490176
20,133512.51402902603,92655.91871500015,0.0,276.33131395578386
21,113278.86468172073,86399.0,0.0,644.1970379074414
22,185680.1912381649,172799.0,0.0,475.6796743949254
23,171633.4665596485,171632.4665596485,0.0,707.4520950595538
24,243980.70979189873,243978.70979189873,0.0,655.9060008446376
25,143552.70631670952,143551.70631670952,0.0,523.2127311229706
26,215942.94630217552,172799.0,0.0,705.7848460369639
27,146143.65002679825,116993.91812252998,0.0,649.2206752843327
28,187969.23070287704,172799.0,0.0,594.2053359283342
29,173949.46289157867,172799.0,0.0,751.8827110449474
30,246325.4413535595,246323.4413535595,0.0,971.851320983304
31,232413.89108729362,232410.89108729362,0.0,1074.725272063414
32,248310.12314915657,202750.14372611046,0.0,703.5697882678775
33,120437.7984354496,88840.21118164062,0.0,494.57463079823384
34,103953.50388765335,86399.0,0.0,407.27288957966687
35,176413.49201989174,172799.0,0.0,780.0136851178277
36,162422.97470903397,162421.97470903397,0.0,658.2676731202338
37,234715.14257407188,234712.14257407188,0.0,875.0129800981946
38,220718.93279004097,172799.0,0.0,689.4972262793118
39,206666.56665420532,172798.0,0.0,374.4937871946228
40,192689.35735678673,172799.0,0.0,584.3058548847833
41,93817.4714858532,87967.01660704613,0.0,258.2082970288065
42,164666.73266291618,164664.73266291618,0.0,852.2543610956934
43,241439.08718514442,241436.08718514442,0.0,1008.779240571128
44,243599.24908947945,193297.60755753517,0.0,886.906906721327
45,209074.1764345169,172798.0,0.0,663.8121647781796
46,195082.23334169388,172798.0,0.0,271.3700633459621
47,120786.13476347923,112516.23756170273,0.0,616.1105241020523
48,167093.78368759155,167091.78368759155,0.0,687.2289943721559
49,153086.37577581406,153084.37577581406,0.0,273.82316914267017
50,225458.8685042858,172798.0,0.0,797.1887809554736
51,211424.51597571373,172799.0,0.0,518.9308953563374
52,115271.64954566956,90614.26599597931,0.0,397.12064288457225
53,204028.68706655502,193361.40178132057,0.0,943.0252231438956
